Time,Latitude,Longitude,Magnitude,Depth (km),Place,Year
1970-01-01 00:28:13.795911356,51.258,-176.4038,2.7,35.0,"70 km SSE of Adak, Alaska",1970
1970-01-01 00:28:13.795149967,43.0971,-107.7182,2.6,11.916,"35 km ESE of Shoshoni, Wyoming",1970
1970-01-01 00:28:13.794896186,53.8806,-164.9738,2.0,59.8,"59 km ESE of Akutan, Alaska",1970
1970-01-01 00:28:13.794787900,34.9518333333333,-92.8343333333333,2.12,7.01,"6 km SSW of Perryville, Arkansas",1970
1970-01-01 00:28:13.794434788,-17.9592,-177.9857,4.3,595.589,"285 km E of Levuka, Fiji",1970
1970-01-01 00:28:13.794344759,51.5973,-179.6158,2.1,62.7,"208 km W of Adak, Alaska",1970
1970-01-01 00:28:13.793610080,17.955,-66.925,2.96,15.1,"2 km SW of Guánica, Puerto Rico",1970
1970-01-01 00:28:13.792965351,57.4352,-154.6613,2.1,49.3,"19 km SW of Karluk, Alaska",1970
1970-01-01 00:28:13.792127649,43.9686,-115.2173,2.4,10.0,"34 km ESE of Lowman, Idaho",1970
1970-01-01 00:28:13.791529714,36.3718,70.9751,4.3,104.398,"56 km SSE of Jurm, Afghanistan",1970
1970-01-01 00:28:13.790756998,54.9615,-162.4104,2.0,94.9,"12 km SSW of King Cove, Alaska",1970
1970-01-01 00:28:13.790687174,-5.0249,151.5381,4.2,98.781,"110 km SW of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:13.790528147,10.8399,-62.3807,4.4,92.911,"30 km NNW of Güiria, Venezuela",1970
1970-01-01 00:28:13.790421504,31.36084501,-103.0805919,2.9,3.046606445,"13 km N of Coyanosa, Texas",1970
1970-01-01 00:28:13.790369896,31.35762592,-103.0800718,2.8,3.81784668,"12 km N of Coyanosa, Texas",1970
1970-01-01 00:28:13.790314844,63.8906,-160.477,2.2,25.7,"15 km E of Unalakleet, Alaska",1970
1970-01-01 00:28:13.790032296,42.706,146.5693,4.3,26.302,"106 km SE of Nemuro, Japan",1970
1970-01-01 00:28:13.789211010,19.218,-155.411166666667,2.72,33.85,"7 km ENE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.788868588,35.5054,-35.5396,4.5,10.0,northern Mid-Atlantic Ridge,1970
1970-01-01 00:28:13.788359834,52.3836,-170.0294,2.5,35.0,"100 km SW of Nikolski, Alaska",1970
1970-01-01 00:28:13.787949590,19.3913333333333,-155.280333333333,2.36,1.34,"7 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:13.787796627,44.046,-106.0545,2.8,5.0,"50 km WSW of Antelope Valley-Crestview, Wyoming",1970
1970-01-01 00:28:13.787310873,-56.0365,-27.5657,4.4,100.969,South Sandwich Islands region,1970
1970-01-01 00:28:13.786084794,51.9815,-173.6497,3.1,11.022,"44 km ESE of Atka, Alaska",1970
1970-01-01 00:28:13.785633493,29.1696167,-97.6361443,2.1,7.458699544,"10 km S of Smiley, Texas",1970
1970-01-01 00:28:13.785474944,-5.2002,150.1443,4.6,261.568,"38 km N of Kimbe, Papua New Guinea",1970
1970-01-01 00:28:13.784434411,31.73790567,-104.5942513,2.4,8.316748047,"52 km SSW of Whites City, New Mexico",1970
1970-01-01 00:28:13.783462786,-18.9438,65.4196,4.6,10.0,"225 km ENE of Port Mathurin, Mauritius",1970
1970-01-01 00:28:13.783266073,-23.6045,-179.9762,4.5,529.224,south of the Fiji Islands,1970
1970-01-01 00:28:13.779828790,18.967,-64.5988,3.89,7.0,Virgin Islands,1970
1970-01-01 00:28:13.779664923,52.7241,-168.6327,2.2,41.5,"28 km SSE of Nikolski, Alaska",1970
1970-01-01 00:28:13.779380239,-29.0812,-69.6682,4.3,107.001,"120 km ESE of Vallenar, Chile",1970
1970-01-01 00:28:13.779157309,67.4231,-167.5309,2.8,18.4,"108 km SSW of Point Hope, Alaska",1970
1970-01-01 00:28:13.778945414,-5.6572,154.4167,4.2,179.333,"138 km WNW of Panguna, Papua New Guinea",1970
1970-01-01 00:28:13.778933810,44.1262,-105.4634,2.3,0.0,"10 km S of Antelope Valley-Crestview, Wyoming",1970
1970-01-01 00:28:13.778750060,19.2495002746582,-155.402160644531,2.08,30.8899993896484,"9 km ENE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.777425667,36.6512,71.4936,4.1,102.322,"5 km SW of Ashkāsham, Afghanistan",1970
1970-01-01 00:28:13.777253617,8.7962,122.4767,4.8,10.0,"60 km WSW of Cabangahan, Philippines",1970
1970-01-01 00:28:13.777045345,59.7454,-152.7151,2.0,78.6,"49 km W of Anchor Point, Alaska",1970
1970-01-01 00:28:13.776822901,55.1741,-159.771,3.1,17.117,"49 km ESE of Sand Point, Alaska",1970
1970-01-01 00:28:13.776598937,6.8178,147.9139,5.5,10.0,"State of Yap, Federated States of Micronesia",1970
1970-01-01 00:28:13.776398450,19.2176,-64.5718,3.9,62.0,"100 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:13.776192449,8.8765,122.5669,4.5,10.0,"47 km WSW of Cabangahan, Philippines",1970
1970-01-01 00:28:13.775755820,34.8895,-84.1863333333333,2.04,3.35,"6 km ENE of Morganton, Georgia",1970
1970-01-01 00:28:13.775745190,49.387166666666666,-120.52083333333331,2.04,-0.51,"7 km S of Princeton, Canada",1970
1970-01-01 00:28:13.775685078,31.67332873,-104.4053887,2.3,7.159887695,"55 km S of Whites City, New Mexico",1970
1970-01-01 00:28:13.775298680,-1.7049,-78.2723,4.3,142.752,"34 km W of Palora, Ecuador",1970
1970-01-01 00:28:13.773449944,18.7133,145.784,4.1,252.159,"Pagan region, Northern Mariana Islands",1970
1970-01-01 00:28:13.768834176,69.5931,-144.8046,2.0,2.0,"75 km SW of Kaktovik, Alaska",1970
1970-01-01 00:28:13.766953908,60.1559,-152.6368,2.0,102.8,"55 km WNW of Ninilchik, Alaska",1970
1970-01-01 00:28:13.766941400,20.0241666666667,-155.456666666667,2.06,46.21,"6 km S of Honoka‘a, Hawaii",1970
1970-01-01 00:28:13.765579606,51.3132,-177.4904,2.0,25.6,"86 km SW of Adak, Alaska",1970
1970-01-01 00:28:13.764909249,4.924,125.6615,4.7,109.192,"57 km SSE of Sarangani, Philippines",1970
1970-01-01 00:28:13.764364516,51.9988,-179.1326,2.8,171.627,"172 km W of Adak, Alaska",1970
1970-01-01 00:28:13.763584980,35.334,-97.93816667,2.48,6.63,"2 km NNE of Minco, Oklahoma",1970
1970-01-01 00:28:13.763069912,72.9338,5.2581,4.4,10.0,Norwegian Sea,1970
1970-01-01 00:28:13.762665220,51.1513,-178.7838,2.2,25.6,"169 km WSW of Adak, Alaska",1970
1970-01-01 00:28:13.759629362,59.774,-152.6116,2.1,75.6,"43 km W of Anchor Point, Alaska",1970
1970-01-01 00:28:13.758957754,40.3087,48.227,4.9,68.322,"7 km ESE of Kyurdarmir, Azerbaijan",1970
1970-01-01 00:28:13.758859990,19.0653,-64.6136,3.53,24.0,"83 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:13.758497800,18.5993333333333,-66.751,2.55,7.38,"13 km NNE of Carrizales, Puerto Rico",1970
1970-01-01 00:28:13.758331653,54.3337,-159.891,2.3,25.5,south of Alaska,1970
1970-01-01 00:28:13.757779716,-9.2868,121.8927,4.5,85.339,"55 km SSE of Ende, Indonesia",1970
1970-01-01 00:28:13.757697936,-19.3893,-177.5407,4.3,531.795,Fiji region,1970
1970-01-01 00:28:13.757436043,57.171,-156.4084,2.1,4.3,"70 km ESE of Ugashik, Alaska",1970
1970-01-01 00:28:13.756841738,67.3261,-167.7526,2.5,10.8,"121 km SSW of Point Hope, Alaska",1970
1970-01-01 00:28:13.756222937,37.4253,-114.3991,2.1,10.0,"23 km SSE of Caliente, Nevada",1970
1970-01-01 00:28:13.756196409,43.9179,-106.93,3.3,5.0,"32 km NW of Kaycee, Wyoming",1970
1970-01-01 00:28:13.752239038,52.0617,-173.4562,2.9,10.0,"53 km ESE of Atka, Alaska",1970
1970-01-01 00:28:13.751260712,53.5408,-165.9048,2.6,35.0,"55 km SE of Unalaska, Alaska",1970
1970-01-01 00:28:13.750780891,52.5303,-170.8211,2.8,10.0,"139 km WSW of Nikolski, Alaska",1970
1970-01-01 00:28:13.750764780,19.3173332214355,-155.216506958008,2.09,0.689999997615814,"14 km S of Volcano, Hawaii",1970
1970-01-01 00:28:13.750169543,52.1442,-174.291,2.8,161.872,"8 km SW of Atka, Alaska",1970
1970-01-01 00:28:13.749607242,52.4795,-170.8502,3.7,10.0,"143 km WSW of Nikolski, Alaska",1970
1970-01-01 00:28:13.747126197,65.5237,-149.8806,2.2,14.3,"13 km E of Rampart, Alaska",1970
1970-01-01 00:28:13.746616450,19.1408333333333,-64.4583333333333,3.36,27.9,"96 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:13.745967650,60.0213,-152.0424,2.0,84.8,"19 km WNW of Happy Valley, Alaska",1970
1970-01-01 00:28:13.744325264,-24.0738,-66.8224,4.4,191.556,"53 km WNW of San Antonio de los Cobres, Argentina",1970
1970-01-01 00:28:13.743532320,19.0518,-64.5306,3.57,26.0,"84 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:13.743216720,18.1045,-64.0453,3.89,94.0,"80 km ENE of Christiansted, U.S. Virgin Islands",1970
1970-01-01 00:28:13.742820060,44.6828333,-110.0108333,2.33,14.1,"36 km S of Silver Gate, Montana",1970
1970-01-01 00:28:13.742169830,19.1826667785645,-155.490173339844,2.1500001,31.3799991607666,"2 km SSW of Pāhala, Hawaii",1970
1970-01-01 00:28:13.741465610,44.7816666666667,-114.42,2.34,11.88,"34 km NNW of Challis, Idaho",1970
1970-01-01 00:28:13.741135326,52.4001,-170.7005,3.2,2.631,"138 km WSW of Nikolski, Alaska",1970
1970-01-01 00:28:13.740280950,17.8028333333333,-66.2096666666667,2.97,6.96,"16 km S of Central Aguirre, Puerto Rico",1970
1970-01-01 00:28:13.739553298,28.83270264,-98.18623621,2.4,1.736287435,"23 km SW of Falls City, Texas",1970
1970-01-01 00:28:13.738279219,51.6745,-179.6573,2.2,73.4,"209 km W of Adak, Alaska",1970
1970-01-01 00:28:13.737871380,53.662,-166.42,2.1,79.4,"24 km SSE of Unalaska, Alaska",1970
1970-01-01 00:28:13.736936648,-5.333,153.758,5.1,55.114,"198 km ESE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:13.736546890,-59.866,-26.2485,4.6,35.0,South Sandwich Islands region,1970
1970-01-01 00:28:13.736178635,43.5448,-128.5717,3.0,10.0,off the coast of Oregon,1970
1970-01-01 00:28:13.735327651,31.60338926,-103.9373088,2.4,7.674047852000001,"33 km WSW of Mentone, Texas",1970
1970-01-01 00:28:13.735167654,51.0555,-179.8418,2.2,13.1,"240 km WSW of Adak, Alaska",1970
1970-01-01 00:28:13.735143213,9.2199,93.8879,4.7,10.0,"298 km SSE of Port Blair, India",1970
1970-01-01 00:28:13.734306144,52.143,-173.531,3.5,12.515,"46 km E of Atka, Alaska",1970
1970-01-01 00:28:13.734221275,61.2404,-149.9297,2.6,44.0,"2 km NNW of Anchorage, Alaska",1970
1970-01-01 00:28:13.734088980,17.9325,-65.7473333333333,2.45,13.9,"16 km SE of El Negro, Puerto Rico",1970
1970-01-01 00:28:13.733803813,29.12200928,-97.72713695,2.4,0.0244547526,"16 km SSE of Nixon, Texas",1970
1970-01-01 00:28:13.732976900,18.109,-65.746,2.27,19.73,"6 km S of Punta Santiago, Puerto Rico",1970
1970-01-01 00:28:13.731066670,17.9533333333333,-66.9278333333333,2.5,16.71,"2 km SW of Guánica, Puerto Rico",1970
1970-01-01 00:28:13.730709519,56.4801,-156.7931,2.2,65.1,"101 km E of Chignik, Alaska",1970
1970-01-01 00:28:13.730324878,-39.952,-16.8035,4.5,10.0,southern Mid-Atlantic Ridge,1970
1970-01-01 00:28:13.730168910,18.8013333333333,-64.4298333333333,3.34,7.68,"64 km NE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:13.728136929,35.33616667,-97.93716667,2.24,6.24,"2 km NNE of Minco, Oklahoma",1970
1970-01-01 00:28:13.727383700,18.9421,-64.5248,4.28,4.0,"73 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:13.727326117,31.60373983,-103.9352931,2.7,6.915661621,"33 km WSW of Mentone, Texas",1970
1970-01-01 00:28:13.725882507,62.8825,-150.9562,3.2,102.6,"44 km NNW of Petersville, Alaska",1970
1970-01-01 00:28:13.724768534,65.4396,-163.819,2.1,8.5,"86 km NNW of White Mountain, Alaska",1970
1970-01-01 00:28:13.724736794,31.65784424,-104.4526129,2.2,6.388647461,"57 km S of Whites City, New Mexico",1970
1970-01-01 00:28:13.723691963,31.66061649,-104.4504864,2.2,6.697143555000001,"57 km S of Whites City, New Mexico",1970
1970-01-01 00:28:13.723647000,35.43548584,-100.1806641,2.3,3.203572591,"8 km E of Wheeler, Texas",1970
1970-01-01 00:28:13.723335530,19.3888333333333,-155.280166666667,2.03,1.18,"7 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:13.722484548,55.4244,162.4459,4.2,52.328,"89 km S of Ust’-Kamchatsk Staryy, Russia",1970
1970-01-01 00:28:13.722080033,-59.2425,-25.545,4.8,33.527,South Sandwich Islands region,1970
1970-01-01 00:28:13.721568216,40.204,-98.3148,2.5,9.331,"10 km SSW of Lawrence, Nebraska",1970
1970-01-01 00:28:13.720830700,17.9563333333333,-66.9293333333333,2.86,16.44,Puerto Rico region,1970
1970-01-01 00:28:13.719873510,19.34,-155.3065,2.55,3.32,"13 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:13.719723968,61.5869,-146.3584,2.3,12.5,"50 km SSE of Nelchina, Alaska",1970
1970-01-01 00:28:13.717407577,-36.745,179.27,4.1,25.365,"128 km NE of Hicks Bay, New Zealand",1970
1970-01-01 00:28:13.716848670,19.3418333333333,-155.312,2.1,2.46,"13 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:13.715323507,41.0942,142.8748,4.3,39.108,"114 km S of Honchō, Japan",1970
1970-01-01 00:28:13.713114107,-17.1651,-172.445,5.0,10.0,"196 km SE of Hihifo, Tonga",1970
1970-01-01 00:28:13.711851999,51.0986,-176.2584,2.7,10.0,"90 km SSE of Adak, Alaska",1970
1970-01-01 00:28:13.711240266,31.60567136,-103.9426972,2.2,7.828295898,"34 km WSW of Mentone, Texas",1970
1970-01-01 00:28:13.711139319,13.8276,144.89,4.4,140.476,"32 km N of Yigo Village, Guam",1970
1970-01-01 00:28:13.709304440,19.364,-155.288166666667,2.0,1.83,"10 km SSW of Volcano, Hawaii",1970
1970-01-01 00:28:13.707742112,64.6557,-17.7947,4.3,10.0,"115 km S of Akureyri, Iceland",1970
1970-01-01 00:28:13.705653872,59.0278,-138.0779,2.0,15.0,"110 km ESE of Yakutat, Alaska",1970
1970-01-01 00:28:13.702364360,17.9551666666667,-66.923,2.3,16.01,"2 km SW of Guánica, Puerto Rico",1970
1970-01-01 00:28:13.701658367,55.3478,-159.2896,2.5,15.8,"62 km S of Ivanof Bay, Alaska",1970
1970-01-01 00:28:13.700481340,19.1966667175293,-155.358337402344,2.06999993,31.7900009155273,"12 km E of Pāhala, Hawaii",1970
1970-01-01 00:28:13.699931033,-19.4736,-174.2934,4.5,48.715,"31 km N of Fangale’ounga, Tonga",1970
1970-01-01 00:28:13.699825250,17.9496666666667,-66.9278333333333,2.32,11.68,Puerto Rico region,1970
1970-01-01 00:28:13.698726083,59.8079,-152.935,2.1,104.4,Southern Alaska,1970
1970-01-01 00:28:13.695645810,18.0163333333333,-66.758,2.56,11.92,"1 km E of Magas Arriba, Puerto Rico",1970
1970-01-01 00:28:13.694612120,17.9656666666667,-66.2406666666667,2.91,15.31,"1 km WSW of Coquí, Puerto Rico",1970
1970-01-01 00:28:13.694496810,17.96,-66.9166666666667,2.22,14.56,"1 km SW of Gu?nica, Puerto Rico",1970
1970-01-01 00:28:13.694078584,36.4444,71.0815,4.0,244.47,"48 km WSW of Ashkāsham, Afghanistan",1970
1970-01-01 00:28:13.692647594,52.0619,-168.7199,2.9,10.0,"98 km S of Nikolski, Alaska",1970
1970-01-01 00:28:13.691787830,19.2281665802002,-155.379333496094,2.00999999,32.7299995422363,"Island of Hawaii, Hawaii",1970
1970-01-01 00:28:13.687955250,18.024,-66.9873333333333,2.73,7.83,"5 km WSW of Liborio Negron Torres, Puerto Rico",1970
1970-01-01 00:28:13.687453390,19.1751670837402,-155.365997314453,2.68,3.91000008583069,"12 km ESE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.687447930,19.2311666666667,-155.391666666667,2.71,33.0,"9 km ENE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.687388068,51.3253,-176.3084,3.3,35.0,"65 km SSE of Adak, Alaska",1970
1970-01-01 00:28:13.686878377,-24.4214,-178.8462,4.5,396.432,south of the Fiji Islands,1970
1970-01-01 00:28:13.686499400,-21.5112,-66.7447,4.4,211.532,"83 km SW of Atocha, Bolivia",1970
1970-01-01 00:28:13.686114718,32.0038481,-103.8302184,2.7,6.607165527,"33 km SE of Malaga, New Mexico",1970
1970-01-01 00:28:13.685663893,31.60155502,-104.5152793,2.0,7.082763671999999,"64 km SSW of Whites City, New Mexico",1970
1970-01-01 00:28:13.685532147,31.47612208,-103.9233665,2.4,4.383422852,"21 km NW of Toyah, Texas",1970
1970-01-01 00:28:13.684988734,-3.1727,137.8939,4.3,57.539,"263 km N of Agats, Indonesia",1970
1970-01-01 00:28:13.684942443,62.3657,-149.5909,2.2,55.7,"26 km NNE of Susitna North, Alaska",1970
1970-01-01 00:28:13.684185810,17.9976666666667,-66.9266666666667,2.43,13.4,Puerto Rico region,1970
1970-01-01 00:28:13.681547793,-19.2643,-177.913,4.3,597.794,Fiji region,1970
1970-01-01 00:28:13.681133738,5.2007,123.4199,4.3,572.256,"140 km SW of Palimbang, Philippines",1970
1970-01-01 00:28:13.680724330,19.3695,-155.283666666667,2.05,1.67,"9 km SSW of Volcano, Hawaii",1970
1970-01-01 00:28:13.678200140,35.9913333,-120.1221667,2.9,12.87,"2 km SSE of Avenal, CA",1970
1970-01-01 00:28:13.678190050,47.68083333333333,-122.284,2.11,29.31,"Puget Sound region, Washington",1970
1970-01-01 00:28:13.677792777,43.7308,-105.2779,3.6,0.0,"17 km E of Wright, Wyoming",1970
1970-01-01 00:28:13.676974760,32.00282549,-103.8246781,2.4,7.905419922,"33 km SE of Malaga, New Mexico",1970
1970-01-01 00:28:13.674738218,53.6706,-165.0604,2.8,35.0,"69 km SE of Akutan, Alaska",1970
1970-01-01 00:28:13.674416418,53.9446,-164.4556,2.1,41.1,"88 km ESE of Akutan, Alaska",1970
1970-01-01 00:28:13.672596870,19.2094993591309,-155.375839233398,2.32999992,29.1299991607666,"10 km E of Pāhala, Hawaii",1970
1970-01-01 00:28:13.671694222,51.8488,-175.9875,2.1,70.2,"44 km E of Adak, Alaska",1970
1970-01-01 00:28:13.671405190,19.3873333333333,-155.278,2.1,1.52,"7 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:13.670946310,17.9486666666667,-66.926,2.38,16.48,Puerto Rico region,1970
1970-01-01 00:28:13.668782488,51.8385,135.2284,4.3,10.0,"35 km WNW of Berëzovyy, Russia",1970
1970-01-01 00:28:13.666985610,43.0476,144.2535,4.6,100.014,"12 km NW of Kushiro, Japan",1970
1970-01-01 00:28:13.665630641,-32.4918,-178.8403,4.4,29.194,south of the Kermadec Islands,1970
1970-01-01 00:28:13.665040781,28.0603,57.5235,4.4,56.691,"111 km NNE of Mīnāb, Iran",1970
1970-01-01 00:28:13.664769485,-25.51,179.7302,4.7,465.988,south of the Fiji Islands,1970
1970-01-01 00:28:13.663883180,19.2056674957275,-155.369171142578,2.14,34.0699996948242,"11 km E of Pāhala, Hawaii",1970
1970-01-01 00:28:13.663873731,-15.4974,-75.0063,4.9,39.511,"22 km SE of San Juan, Peru",1970
1970-01-01 00:28:13.663005600,19.1509990692139,-155.478164672852,2.1400001,31.3299999237061,"5 km S of Pāhala, Hawaii",1970
1970-01-01 00:28:13.662662372,55.6267,-157.9253,2.8,29.9,Alaska Peninsula,1970
1970-01-01 00:28:13.662027157,42.6434,-111.2068,2.4,5.0,"19 km WSW of Fairview, Wyoming",1970
1970-01-01 00:28:13.661284194,31.67356557,-104.2051353,2.6,6.388647461,"55 km NW of Toyah, Texas",1970
1970-01-01 00:28:13.660655580,34.4975,-119.0066667,2.15,8.79,"14 km NW of Fillmore, CA",1970
1970-01-01 00:28:13.659259130,19.2800006866455,-155.390335083008,2.00999999,28.9099998474121,"12 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.659157336,54.6353,-159.8,2.1,14.9,"89 km SSE of Sand Point, Alaska",1970
1970-01-01 00:28:13.658102090,19.3708333333333,-155.284666666667,2.17,1.06,"9 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:13.657912155,59.7361,-153.0875,2.3,103.6,"57 km E of Pedro Bay, Alaska",1970
1970-01-01 00:28:13.657911590,40.534,-124.3703333,2.21,30.14,"10 km WSW of Ferndale, CA",1970
1970-01-01 00:28:13.656526649,36.764,-98.075,2.06,6.8,"7 km E of Nescatunga, Oklahoma",1970
1970-01-01 00:28:13.654988930,19.3745,-155.282333333333,2.16,1.61,"9 km SW of Volcano, Hawaii",1970
1970-01-01 00:28:13.653899352,-2.7139,102.0854,4.1,150.707,"96 km NNW of Curup, Indonesia",1970
1970-01-01 00:28:13.653061719,-8.2098,-74.2328,5.3,150.781,"39 km ENE of San Fernando, Peru",1970
1970-01-01 00:28:13.651123195,-7.2173,129.5058,4.1,117.686,"Kepulauan Babar, Indonesia",1970
1970-01-01 00:28:13.650851287,-5.6031,150.7602,4.0,91.528,"69 km E of Kimbe, Papua New Guinea",1970
1970-01-01 00:28:13.650602590,17.9851666666667,-67.0103333333333,2.39,9.64,Puerto Rico region,1970
1970-01-01 00:28:13.649926808,65.4559,-163.7764,2.0,6.9,"84 km SW of Deering, Alaska",1970
1970-01-01 00:28:13.648582265,51.526,-176.0569,2.6,35.0,"55 km SE of Adak, Alaska",1970
1970-01-01 00:28:13.648239973,51.1688,-178.3317,2.5,35.0,"141 km SW of Adak, Alaska",1970
1970-01-01 00:28:13.648204030,19.67,-65.3975,3.67,32.0,"145 km NNE of Vieques, Puerto Rico",1970
1970-01-01 00:28:13.646643034,53.9596,-163.8221,2.8,35.0,"103 km SSW of False Pass, Alaska",1970
1970-01-01 00:28:13.645237286,-8.3494,-74.2589,4.3,170.832,Central Peru,1970
1970-01-01 00:28:13.644827809,61.1577,-148.4444,2.2,17.6,"41 km SE of Knik River, Alaska",1970
1970-01-01 00:28:13.643743964,68.4747,-165.3428,2.2,20.0,"58 km ENE of Point Hope, Alaska",1970
1970-01-01 00:28:13.643055820,36.4353333333333,-89.5306666666667,2.02,8.58,"8 km NW of Tiptonville, Tennessee",1970
1970-01-01 00:28:13.642804696,-23.5456,-179.6537,4.1,520.761,south of the Fiji Islands,1970
1970-01-01 00:28:13.642093647,67.2121,-165.9513,3.3,26.1,"83 km SW of Kivalina, Alaska",1970
1970-01-01 00:28:13.642071240,67.2832,-166.0046,3.4,24.4,"79 km SW of Kivalina, Alaska",1970
1970-01-01 00:28:13.641216717,31.68740346,-104.4313598,2.2,6.131567383,"54 km S of Whites City, New Mexico",1970
1970-01-01 00:28:13.639625037,-6.497,128.2085,4.3,379.314,"260 km NNE of Lospalos, Timor Leste",1970
1970-01-01 00:28:13.638838948,-24.3125,179.96,4.2,498.303,south of the Fiji Islands,1970
1970-01-01 00:28:13.637817432,-9.857,160.3817,4.9,10.0,"66 km SE of Honiara, Solomon Islands",1970
1970-01-01 00:28:13.635473514,40.2459,20.5719,4.5,10.0,"10 km NNW of Leskovik, Albania",1970
1970-01-01 00:28:13.635157127,36.6922,142.2792,3.9,16.771,"130 km ESE of Iwaki, Japan",1970
1970-01-01 00:28:13.634865626,31.60789016,-103.9685271,2.7,8.342456055,"36 km NNW of Toyah, Texas",1970
1970-01-01 00:28:13.633309010,19.484,-155.870833333333,2.3,8.33,"3 km NNW of Honaunau-Napoopoo, Hawaii",1970
1970-01-01 00:28:13.632743190,19.261999130249,-155.39582824707,2.29,29.7900009155273,"10 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.632529730,17.9793333333333,-66.874,2.3,17.85,Puerto Rico region,1970
1970-01-01 00:28:13.630018639,32.00177994,-103.8302124,2.1,7.40411377,"33 km SE of Malaga, New Mexico",1970
1970-01-01 00:28:13.629569354,52.703,-168.1781,3.3,35.0,"53 km ESE of Nikolski, Alaska",1970
1970-01-01 00:28:13.629185820,19.384,-155.2805,2.1,1.36,"Island of Hawaii, Hawaii",1970
1970-01-01 00:28:13.628908649,31.58604836,-104.498986,3.4,6.054443359000001,"66 km S of Whites City, New Mexico",1970
1970-01-01 00:28:13.628080740,32.3766667,-115.129,2.16,10.08,"6 km ENE of Delta, B.C., MX",1970
1970-01-01 00:28:13.625957763,-14.9868,-173.5085,4.5,10.0,"111 km NNE of Hihifo, Tonga",1970
1970-01-01 00:28:13.624992097,51.6428,178.7671,2.3,70.8,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:13.624974209,51.6244,178.7018,2.5,74.937,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:13.624798632,31.47130319,-103.9209307,2.4,4.203466797,"21 km NW of Toyah, Texas",1970
1970-01-01 00:28:13.623650116,54.6442,-164.4511,2.1,4.9,"70 km WSW of False Pass, Alaska",1970
1970-01-01 00:28:13.623554460,18.0861666666667,-66.8058333333333,2.3,18.65,Puerto Rico region,1970
1970-01-01 00:28:13.623326670,19.2591666666667,-155.398333333333,2.63,30.85,"10 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.623128030,19.255500793457,-155.397827148438,2.11,31.9799995422363,"10 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:13.623005110,18.0828333333333,-66.794,2.33,20.97,Puerto Rico region,1970
1970-01-01 00:28:13.622540270,17.808,-66.9271666666667,2.77,9.4,Puerto Rico region,1970
1970-01-01 00:28:13.621048580,36.4683333,-121.044,2.1,8.0,"11 km SE of Pinnacles, CA",1970
1970-01-01 00:28:13.620520686,-6.1517,147.5585,4.6,67.731,"55 km NW of Finschhafen, Papua New Guinea",1970
1970-01-01 00:28:13.619709908,26.7107,54.2544,4.8,15.977,"28 km NE of Kīsh, Iran",1970
1970-01-01 00:28:13.619419839,51.3982,-177.4529,2.6,35.0,"77 km SW of Adak, Alaska",1970
1970-01-01 00:28:13.618219444,55.8334,-160.7529,2.7,151.246,Alaska Peninsula,1970
1970-01-01 00:28:13.616402003,51.1829,-178.4619,2.7,31.86,"148 km WSW of Adak, Alaska",1970
1970-01-01 00:28:13.613520970,18.17,-66.4288333333333,2.14,2.76,Puerto Rico region,1970
1970-01-01 00:28:13.612648033,51.9496,-174.2509,2.6,78.277,"27 km S of Atka, Alaska",1970
1970-01-01 00:28:13.612613530,18.8031,-63.9265,3.65,38.0,"105 km ENE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:13.612611230,38.8053333,-122.811,2.8,3.61,"6 km WNW of The Geysers, CA",1970
1970-01-01 00:28:13.612509114,-24.1685,-66.9573,4.5,191.141,"65 km W of San Antonio de los Cobres, Argentina",1970
1970-01-01 00:28:13.612004150,17.946,-66.9266666666667,2.48,16.02,"3 km SW of Guánica, Puerto Rico",1970
1970-01-01 00:28:13.611887525,51.8028,178.2483,3.1,104.88,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:13.611016020,40.6023333,-121.8291667,3.06,14.04,"13 km NNE of Shingletown, CA",1970
